"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","virtualId_zeroShouldBeValid_withinRing()","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","virtualId_zeroShouldBeValid_withinRing"
"","1","heartbeatAck_shouldSetTypeSourceAndHost()","","Thu Apr 09 07:14:38 UTC 2026","failed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualEnvelopeTest","fr.uga.im2ag.m1info.virtual.VirtualEnvelopeTest","heartbeatAck_shouldSetTypeSourceAndHost"
"","1","payloadPrefix_shouldStartWithVPipe()","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","payloadPrefix_shouldStartWithVPipe"
"","1","heartbeat_shouldSetTypeAndSource()","","Thu Apr 09 07:14:38 UTC 2026","broken","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualEnvelopeTest","fr.uga.im2ag.m1info.virtual.VirtualEnvelopeTest","heartbeat_shouldSetTypeAndSource"
"","1","data_shouldPopulateAllDataFields()","","Thu Apr 09 07:14:28 UTC 2026","failed","Thu Apr 09 07:14:28 UTC 2026","","fr.uga.im2ag.m1info.physical.EnvelopeTest","fr.uga.im2ag.m1info.physical.EnvelopeTest","data_shouldPopulateAllDataFields"
"","1","rebuild_shouldCarryNewVersion()","","Thu Apr 09 07:14:28 UTC 2026","broken","Thu Apr 09 07:14:28 UTC 2026","","fr.uga.im2ag.m1info.physical.EnvelopeTest","fr.uga.im2ag.m1info.physical.EnvelopeTest","rebuild_shouldCarryNewVersion"
"","0","heartbeat_envelope_shouldHaveCorrectType()","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","heartbeat_envelope_shouldHaveCorrectType"
"","6","startListening_shouldDeserializeEnvelopeAndForwardSenderIdToCallback()","","Thu Apr 09 07:14:35 UTC 2026","passed","Thu Apr 09 07:14:35 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalNodeUnitTest","fr.uga.im2ag.m1info.physical.PhysicalNodeUnitTest","startListening_shouldDeserializeEnvelopeAndForwardSenderIdToCallback"
"","2","onElection_shouldUpdateBestRootWhenCandidateHasLowerId()","","Thu Apr 09 07:14:44 UTC 2026","passed","Thu Apr 09 07:14:44 UTC 2026","","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","onElection_shouldUpdateBestRootWhenCandidateHasLowerId"
"","3","onTopologyRebuild_shouldBroadcastRebuildMessageToAllNeighbors()","","Thu Apr 09 07:14:44 UTC 2026","passed","Thu Apr 09 07:14:44 UTC 2026","","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","onTopologyRebuild_shouldBroadcastRebuildMessageToAllNeighbors"
"","1","sendRight_destinationFormula_shouldWrapCorrectly(int, int, int) sendRight: V0 in ring 4 → V1","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","sendRight_destinationFormula_shouldWrapCorrectly"
"","1","virtualQueueName_shouldFollowConvention()","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","virtualQueueName_shouldFollowConvention"
"","0","sendToNeighbor_shouldDeliverEnvelopeToListeningNeighbor()","","Thu Apr 09 07:13:47 UTC 2026","skipped","Thu Apr 09 07:13:47 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalLayerIntegrationTest","fr.uga.im2ag.m1info.physical.PhysicalLayerIntegrationTest","sendToNeighbor_shouldDeliverEnvelopeToListeningNeighbor"
"","8","data_shouldPreserveArbitraryPayloads(String) [1] hello","","Thu Apr 09 07:14:25 UTC 2026","passed","Thu Apr 09 07:14:25 UTC 2026","","fr.uga.im2ag.m1info.physical.EnvelopeTest","fr.uga.im2ag.m1info.physical.EnvelopeTest","data_shouldPreserveArbitraryPayloads"
"","2","fromFile_fullyConnectedThreeNodes_everyNodeHasTwoNeighbors()","","Thu Apr 09 07:14:24 UTC 2026","failed","Thu Apr 09 07:14:24 UTC 2026","","fr.uga.im2ag.m1info.physical.NetworkConfigTest","fr.uga.im2ag.m1info.physical.NetworkConfigTest","fromFile_fullyConnectedThreeNodes_everyNodeHasTwoNeighbors"
"","0","initialHost_shouldBeVirtualIdModNumPhysical(int, int, int, int) V0 in ring 6 with 3 physicals → initial host P0","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","initialHost_shouldBeVirtualIdModNumPhysical"
"","1","validateNodeId_validId_doesNotThrow()","","Thu Apr 09 07:14:24 UTC 2026","passed","Thu Apr 09 07:14:24 UTC 2026","","fr.uga.im2ag.m1info.physical.NetworkConfigTest","fr.uga.im2ag.m1info.physical.NetworkConfigTest","validateNodeId_validId_doesNotThrow"
"","1","virtualId_negative_shouldBeInvalid()","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","virtualId_negative_shouldBeInvalid"
"","3","fromFile_nodeCountZero_throwsIllegalArgument()","","Thu Apr 09 07:14:23 UTC 2026","failed","Thu Apr 09 07:14:23 UTC 2026","","fr.uga.im2ag.m1info.physical.NetworkConfigTest","fr.uga.im2ag.m1info.physical.NetworkConfigTest","fromFile_nodeCountZero_throwsIllegalArgument"
"","3","deliverCallbackMustLogWhenUnknowVirtualCommandIsReceived()","","Thu Apr 09 07:14:41 UTC 2026","passed","Thu Apr 09 07:14:41 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","deliverCallbackMustLogWhenUnknowVirtualCommandIsReceived"
"","1","sendLeft_destinationFormula_shouldWrapCorrectly(int, int, int) sendLeft: V0 in ring 5 → V4","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","sendLeft_destinationFormula_shouldWrapCorrectly"
"","1","sendLeft_destinationFormula_shouldWrapCorrectly(int, int, int) sendLeft: V3 in ring 5 → V2","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","sendLeft_destinationFormula_shouldWrapCorrectly"
"","1","migration_firstCandidate_shouldBeFailedHostPlusOneModNumPhysical(int, int, int) failed host 1 with 2 physicals → first candidate 0","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","migration_firstCandidate_shouldBeFailedHostPlusOneModNumPhysical"
"","7","virtualPayloadForUnhostedDestinationShouldNotBePublished()","","Thu Apr 09 07:14:41 UTC 2026","passed","Thu Apr 09 07:14:41 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","virtualPayloadForUnhostedDestinationShouldNotBePublished"
"","1","heartbeatAck_shouldHaveCorrectTypeAndSender()","","Thu Apr 09 07:14:27 UTC 2026","broken","Thu Apr 09 07:14:27 UTC 2026","","fr.uga.im2ag.m1info.physical.EnvelopeTest","fr.uga.im2ag.m1info.physical.EnvelopeTest","heartbeatAck_shouldHaveCorrectTypeAndSender"
"","5","close_shouldCloseOnlyOpenChannelAndConnection()","","Thu Apr 09 07:14:35 UTC 2026","failed","Thu Apr 09 07:14:35 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalNodeUnitTest","fr.uga.im2ag.m1info.physical.PhysicalNodeUnitTest","close_shouldCloseOnlyOpenChannelAndConnection"
"","23","election_shouldPopulateAllFields()","","Thu Apr 09 07:14:25 UTC 2026","passed","Thu Apr 09 07:14:25 UTC 2026","","fr.uga.im2ag.m1info.physical.EnvelopeTest","fr.uga.im2ag.m1info.physical.EnvelopeTest","election_shouldPopulateAllFields"
"","0","initialHost_shouldBeVirtualIdModNumPhysical(int, int, int, int) V4 in ring 6 with 3 physicals → initial host P1","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","initialHost_shouldBeVirtualIdModNumPhysical"
"","3","onData_shouldDeliverToHandlerOnBroadcast()","","Thu Apr 09 07:14:44 UTC 2026","passed","Thu Apr 09 07:14:44 UTC 2026","","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","onData_shouldDeliverToHandlerOnBroadcast"
"","1","initialHost_shouldBeVirtualIdModNumPhysical(int, int, int, int) V2 in ring 4 with 2 physicals → initial host P0","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","initialHost_shouldBeVirtualIdModNumPhysical"
"","2","toString_shouldNotThrowForAnyType()","","Thu Apr 09 07:14:28 UTC 2026","failed","Thu Apr 09 07:14:28 UTC 2026","","fr.uga.im2ag.m1info.physical.EnvelopeTest","fr.uga.im2ag.m1info.physical.EnvelopeTest","toString_shouldNotThrowForAnyType"
"","1","sendData_whileNotReady_shouldBacklogAndNotSendImmediately()","","Thu Apr 09 07:14:44 UTC 2026","passed","Thu Apr 09 07:14:44 UTC 2026","","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","sendData_whileNotReady_shouldBacklogAndNotSendImmediately"
"","3","main_UnknownCommand_ShouldShowError()","","Thu Apr 09 07:14:22 UTC 2026","passed","Thu Apr 09 07:14:22 UTC 2026","","fr.uga.im2ag.m1info.physical.MainTest","fr.uga.im2ag.m1info.physical.MainTest","main_UnknownCommand_ShouldShowError"
"","15","sendLeft_destinationFormula_shouldWrapCorrectly(int, int, int) sendLeft: V1 in ring 4 → V0","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","sendLeft_destinationFormula_shouldWrapCorrectly"
"","1","onElection_shouldForwardLowerCandidateToOtherNeighbors()","","Thu Apr 09 07:14:44 UTC 2026","passed","Thu Apr 09 07:14:44 UTC 2026","","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","onElection_shouldForwardLowerCandidateToOtherNeighbors"
"","4","close_shouldSwallowCloseExceptions()","","Thu Apr 09 07:14:35 UTC 2026","passed","Thu Apr 09 07:14:35 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalNodeUnitTest","fr.uga.im2ag.m1info.physical.PhysicalNodeUnitTest","close_shouldSwallowCloseExceptions"
"","1","register_shouldSetTypeSourceAndRing()","","Thu Apr 09 07:14:38 UTC 2026","broken","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualEnvelopeTest","fr.uga.im2ag.m1info.virtual.VirtualEnvelopeTest","register_shouldSetTypeSourceAndRing"
"","2","validateNodeId_negativeId_throwsIllegalArgument()","","Thu Apr 09 07:14:24 UTC 2026","passed","Thu Apr 09 07:14:24 UTC 2026","","fr.uga.im2ag.m1info.physical.NetworkConfigTest","fr.uga.im2ag.m1info.physical.NetworkConfigTest","validateNodeId_negativeId_throwsIllegalArgument"
"","0","getStatus_shouldReturnNonBlankString()","","Thu Apr 09 07:13:48 UTC 2026","skipped","Thu Apr 09 07:13:48 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualLayerIntegrationTest","fr.uga.im2ag.m1info.virtual.VirtualLayerIntegrationTest","getStatus_shouldReturnNonBlankString"
"","5","main_PhysicalNodeInitFails_ShouldExit()","","Thu Apr 09 07:14:22 UTC 2026","passed","Thu Apr 09 07:14:22 UTC 2026","","fr.uga.im2ag.m1info.physical.MainTest","fr.uga.im2ag.m1info.physical.MainTest","main_PhysicalNodeInitFails_ShouldExit"
"","3","onData_whenReady_shouldForwardToTreeNeighborsExceptSender()","","Thu Apr 09 07:14:44 UTC 2026","passed","Thu Apr 09 07:14:44 UTC 2026","","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","onData_whenReady_shouldForwardToTreeNeighborsExceptSender"
"","2","main_InvalidId_ShouldShowError()","","Thu Apr 09 07:14:22 UTC 2026","passed","Thu Apr 09 07:14:22 UTC 2026","","fr.uga.im2ag.m1info.physical.MainTest","fr.uga.im2ag.m1info.physical.MainTest","main_InvalidId_ShouldShowError"
"","4","onTreeDiscover_shouldRejectSecondDiscover()","","Thu Apr 09 07:14:44 UTC 2026","passed","Thu Apr 09 07:14:44 UTC 2026","","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","onTreeDiscover_shouldRejectSecondDiscover"
"","1","initialHost_shouldBeVirtualIdModNumPhysical(int, int, int, int) V3 in ring 4 with 2 physicals → initial host P1","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","initialHost_shouldBeVirtualIdModNumPhysical"
"","1","initialState_childrenShouldBeEmpty()","","Thu Apr 09 07:14:44 UTC 2026","passed","Thu Apr 09 07:14:44 UTC 2026","","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","initialState_childrenShouldBeEmpty"
"","2","shouldAcceptEmptyPayload()","","Thu Apr 09 07:14:42 UTC 2026","failed","Thu Apr 09 07:14:42 UTC 2026","","fr.uga.im2ag.m1info.physical.MessageTest","fr.uga.im2ag.m1info.physical.MessageTest","shouldAcceptEmptyPayload"
"","6","main_StatusCommand_ShouldPrintInfo()","","Thu Apr 09 07:14:22 UTC 2026","passed","Thu Apr 09 07:14:22 UTC 2026","","fr.uga.im2ag.m1info.physical.MainTest","fr.uga.im2ag.m1info.physical.MainTest","main_StatusCommand_ShouldPrintInfo"
"","2","validateNodeId_idEqualToNodeCount_throwsIllegalArgument()","","Thu Apr 09 07:14:24 UTC 2026","broken","Thu Apr 09 07:14:24 UTC 2026","","fr.uga.im2ag.m1info.physical.NetworkConfigTest","fr.uga.im2ag.m1info.physical.NetworkConfigTest","validateNodeId_idEqualToNodeCount_throwsIllegalArgument"
"","4","appPayloadShouldBeDelegatedToApplicationHandler()","","Thu Apr 09 07:14:41 UTC 2026","passed","Thu Apr 09 07:14:41 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","appPayloadShouldBeDelegatedToApplicationHandler"
"","0","virtualNode_shouldMigrateToAlternativeHostWhenCurrentHostFails()","","Thu Apr 09 07:13:48 UTC 2026","skipped","Thu Apr 09 07:13:48 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualLayerIntegrationTest","fr.uga.im2ag.m1info.virtual.VirtualLayerIntegrationTest","virtualNode_shouldMigrateToAlternativeHostWhenCurrentHostFails"
"","2","data_shouldPreserveArbitraryPayloads(String) [3] unicode:éàü","","Thu Apr 09 07:14:39 UTC 2026","failed","Thu Apr 09 07:14:39 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualEnvelopeTest","fr.uga.im2ag.m1info.virtual.VirtualEnvelopeTest","data_shouldPreserveArbitraryPayloads"
"","0","data_shouldAcceptEmptyPayload()","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualEnvelopeTest","fr.uga.im2ag.m1info.virtual.VirtualEnvelopeTest","data_shouldAcceptEmptyPayload"
"","1","virtualId_equalToRingSize_shouldBeInvalid()","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","virtualId_equalToRingSize_shouldBeInvalid"
"","1082","main_FullNominalFlow_QuitCommand()","","Thu Apr 09 07:14:21 UTC 2026","passed","Thu Apr 09 07:14:22 UTC 2026","","fr.uga.im2ag.m1info.physical.MainTest","fr.uga.im2ag.m1info.physical.MainTest","main_FullNominalFlow_QuitCommand"
"","0","spanningTree_shouldConvergeToReadyOnThreeNodeLine()","","Thu Apr 09 07:13:47 UTC 2026","skipped","Thu Apr 09 07:13:47 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalLayerIntegrationTest","fr.uga.im2ag.m1info.physical.PhysicalLayerIntegrationTest","spanningTree_shouldConvergeToReadyOnThreeNodeLine"
"","1","initialState_shouldBeElectingPhase()","","Thu Apr 09 07:14:44 UTC 2026","passed","Thu Apr 09 07:14:44 UTC 2026","","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","initialState_shouldBeElectingPhase"
"","0","sendData_shouldDeliverBroadcastToAllNodes()","","Thu Apr 09 07:13:47 UTC 2026","skipped","Thu Apr 09 07:13:47 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalLayerIntegrationTest","fr.uga.im2ag.m1info.physical.PhysicalLayerIntegrationTest","sendData_shouldDeliverBroadcastToAllNodes"
"","1","data_shouldPreserveArbitraryPayloads(String) [2] world","","Thu Apr 09 07:14:28 UTC 2026","failed","Thu Apr 09 07:14:28 UTC 2026","","fr.uga.im2ag.m1info.physical.EnvelopeTest","fr.uga.im2ag.m1info.physical.EnvelopeTest","data_shouldPreserveArbitraryPayloads"
"","5","virtualDataCommand_shouldForwardBroadcastPayloadToSpanningTreeManager()","","Thu Apr 09 07:14:41 UTC 2026","passed","Thu Apr 09 07:14:41 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","virtualDataCommand_shouldForwardBroadcastPayloadToSpanningTreeManager"
"","0","sendData_shouldDeliverUnicastMessageAcrossTree()","","Thu Apr 09 07:13:47 UTC 2026","skipped","Thu Apr 09 07:13:47 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalLayerIntegrationTest","fr.uga.im2ag.m1info.physical.PhysicalLayerIntegrationTest","sendData_shouldDeliverUnicastMessageAcrossTree"
"","92","fromFile_adjacencyRowCountMismatch_throwsIllegalArgument()","","Thu Apr 09 07:14:21 UTC 2026","passed","Thu Apr 09 07:14:21 UTC 2026","","fr.uga.im2ag.m1info.physical.NetworkConfigTest","fr.uga.im2ag.m1info.physical.NetworkConfigTest","fromFile_adjacencyRowCountMismatch_throwsIllegalArgument"
"","1","treeDiscover_shouldPopulateLevelAndRootCandidate()","","Thu Apr 09 07:14:28 UTC 2026","broken","Thu Apr 09 07:14:28 UTC 2026","","fr.uga.im2ag.m1info.physical.EnvelopeTest","fr.uga.im2ag.m1info.physical.EnvelopeTest","treeDiscover_shouldPopulateLevelAndRootCandidate"
"","4","heartbeatCommand_shouldSendAckWithoutAddingHostedVirtual()","","Thu Apr 09 07:14:41 UTC 2026","passed","Thu Apr 09 07:14:41 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","heartbeatCommand_shouldSendAckWithoutAddingHostedVirtual"
"","2","onData_whenTargetIsSelf_shouldDeliverWithoutForwarding()","","Thu Apr 09 07:14:44 UTC 2026","passed","Thu Apr 09 07:14:44 UTC 2026","","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","fr.uga.im2ag.m1info.physical.SpanningTreeManagerUnitTest","onData_whenTargetIsSelf_shouldDeliverWithoutForwarding"
"","9","virtualPayloadShouldBeDeliveredToHostedLocalVirtualQueue()","","Thu Apr 09 07:14:41 UTC 2026","passed","Thu Apr 09 07:14:41 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","virtualPayloadShouldBeDeliveredToHostedLocalVirtualQueue"
"","2","election_shouldPopulateRootCandidate()","","Thu Apr 09 07:14:27 UTC 2026","broken","Thu Apr 09 07:14:27 UTC 2026","","fr.uga.im2ag.m1info.physical.EnvelopeTest","fr.uga.im2ag.m1info.physical.EnvelopeTest","election_shouldPopulateRootCandidate"
"","1","migration_firstCandidate_shouldBeFailedHostPlusOneModNumPhysical(int, int, int) failed host 2 with 3 physicals → first candidate 0","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","migration_firstCandidate_shouldBeFailedHostPlusOneModNumPhysical"
"","2","sendToNeighbor_shouldThrowWhenNeighborIsUnknown()","","Thu Apr 09 07:14:35 UTC 2026","passed","Thu Apr 09 07:14:35 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalNodeUnitTest","fr.uga.im2ag.m1info.physical.PhysicalNodeUnitTest","sendToNeighbor_shouldThrowWhenNeighborIsUnknown"
"","1","heartbeat_shouldHaveCorrectTypeAndSender()","","Thu Apr 09 07:14:27 UTC 2026","broken","Thu Apr 09 07:14:27 UTC 2026","","fr.uga.im2ag.m1info.physical.EnvelopeTest","fr.uga.im2ag.m1info.physical.EnvelopeTest","heartbeat_shouldHaveCorrectTypeAndSender"
"","1","toString_shouldNotThrowForAnyType()","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","toString_shouldNotThrowForAnyType"
"","4","constructor_shouldDeclareVirtualCommandQueueAndStartConsumer()","","Thu Apr 09 07:14:41 UTC 2026","passed","Thu Apr 09 07:14:41 UTC 2026","","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","fr.uga.im2ag.m1info.physical.PhysicalHostServiceUnitTest","constructor_shouldDeclareVirtualCommandQueueAndStartConsumer"
"","0","sendRight_destinationFormula_shouldWrapCorrectly(int, int, int) sendRight: V3 in ring 4 → V0","","Thu Apr 09 07:14:38 UTC 2026","passed","Thu Apr 09 07:14:38 UTC 2026","","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","fr.uga.im2ag.m1info.virtual.VirtualNodeUnitTest","sendRight_destinationFormula_shouldWrapCorrectly"
